"","Year","Area","Street","Street.2"
"661",2011,"","Northfield High Street",""
"662",2011,"","Oakridge Road Northfield",""
"663",2011,"","Oddingley Road",""
"664",2011,"","Oddingley Road West Heath",""
"665",2011,"","Paradise Forum Birmingham",""
"666",2011,"","Parsons Hill",""
"667",2011,"","Pershore Road",""
"668",2011,"","Pershore Road",""
"669",2011,"","Pershore Road",""
"670",2011,"","Pershore Road",""
"671",2011,"","Pershore Road",""
"672",2011,"","Pershore Road",""
"673",2011,"","Pershore Road",""
"674",2011,"","Pershore Road",""
"675",2011,"","Pershore Road",""
"676",2011,"","Pershore Road",""
"677",2011,"","Pershore Road",""
"678",2011,"","Pershore Road South Kings Norton",""
"679",2011,"","Poole Crescent Harborne",""
"680",2011,"","Poplar Avenue",""
"681",2011,"","Portlands Road",""
"682",2011,"","Princethorpe Road",""
"683",2011,"","QE Casualty",""
"684",2011,"","Qe Hospital",""
"685",2011,"","QE Hospital",""
"686",2011,"","Quality Hotel",""
"687",2011,"","Queen Elizabeth Hospital",""
"688",2011,"","Raddlebarn Road",""
"689",2011,"","Richmond Hill Road",""
"690",2011,"","Richmond Road",""
"691",2011,"","Rose Road",""
"692",2011,"","Rose Road Harborne",""
"693",2011,"","Sainsburys Frankley Beeches Rd Northfield",""
"694",2011,"","Selcroft Ave",""
"695",2011,"","Shannon Rd Kings Norton",""
"696",2011,"","Shawbrook Grove",""
"697",2011,"","Shell Forecourt Bristol Rd",""
"698",2011,"","Sir Hiltons Road West Heath",""
"699",2011,"","Snax Forcourt",""
"700",2011,"","Solihull High Street",""
"701",2011,"","Solihull High Street Outside Rosies",""
"702",2011,"","Stanley Road Quinton",""
"703",2011,"","Stone Road Edgbaston",""
"704",2011,"","Stonehouse Lane",""
"705",2011,"","Stratford Road Sparkbrook Birmingham",""
"706",2011,"","The Fold",""
"707",2011,"","The Fold Kings Norton",""
"708",2011,"","The Jester PH",""
"709",2011,"","The Parade Queensway City Centre",""
"710",2011,"","The Royal Oak Public House Pershore Road",""
"711",2011,"","Three Horshoes PH",""
"712",2011,"","Three Shires Oak Road",""
"713",2011,"","Three Shires Road",""
"714",2011,"","Trescotte Road",""
"715",2011,"","Turves Green",""
"716",2011,"","Unknown",""
"717",2011,"","Valbourne Road Kings Heath",""
"718",2011,"","Vicarage Road Kings Heath",""
"719",2011,"","Vineyard Road Northfield",""
"720",2011,"","War Lane",""
"721",2011,"","Watford Rd Cotteridge",""
"722",2011,"","Weolly Castle Road",""
"723",2011,"","Westminster Road",""
"724",2011,"","Wolverhampton Street",""
"725",2011,"","Woodhouse Road Quinton",""
"726",2011,"","Woodmeadow Road",""
"727",2011,"","Worlds End Lane",""
"728",2011,"","Worlds End Lane",""
"729",2011,"","Worlds End Lane Quinton",""
"730",2011,"","Worlds End Lane Quinton",""
"731",2011,"","Acardian Centre",""
"732",2011,"","Adderley Road",""
"733",2011,"","Air Night Club",""
"734",2011,"","Albert Road Handsworth Birmingham",""
"735",2011,"","Arcadia Centre Birmingham City Centre",""
"736",2011,"","Arcadian",""
"737",2011,"","Arcadian",""
"738",2011,"","Arcadian Birmingham City Centre",""
"739",2011,"","Arcadian Center Birmingham",""
"740",2011,"","Arcadian Centre",""
"741",2011,"","Arcadian Centre",""
"742",2011,"","Arcadian Centre",""
"743",2011,"","Arcadian Centre",""
"744",2011,"","Arcadian Centre",""
"745",2011,"","Arcadian Centre",""
"746",2011,"","Arcadian Centre",""
"747",2011,"","Arcadian Centre",""
"748",2011,"","Arcadian Centre",""
"749",2011,"","Arcadian Centre",""
"750",2011,"","Arcadian Centre",""
"751",2011,"","Arcadian Centre",""
"752",2011,"","Arcadian Centre",""
"753",2011,"","Arcadian Centre",""
"754",2011,"","Arcadian Centre Bham",""
"755",2011,"","Arcadian Centre Birmingham",""
"756",2011,"","Arcadian Centre Birmingham City Centre",""
"757",2011,"","Arcadian Centre Ladywell Walk",""
"758",2011,"","Arcadian Centre Ladywell Walk",""
"759",2011,"","Arcadian Entertainment Centre Birmingham",""
"760",2011,"","Arcadian City Centre",""
"761",2011,"","Arcadian Hurst Street",""
"762",2011,"","Aston Hotel",""
"763",2011,"","Aston Police Station",""
"764",2011,"","Aston Villa Football Ground",""
"765",2011,"","Attenborough Close",""
"766",2011,"","Away Fans Coach Park Bham Cfc",""
"767",2011,"","Away Supporters Entrance Bcfc",""
"768",2011,"","Bar Risa",""
"769",2011,"","Bath Row Birmingham",""
"770",2011,"","Bath Street City Centre",""
"771",2011,"","BCFC Home Fans Car Aprke",""
"772",2011,"","BCFC Ground",""
"773",2011,"","BCFC Tilton Road Entrance",""
"774",2011,"","Berkeley Street",""
"775",2011,"","Berkeley Street",""
"776",2011,"","Berkley Street",""
"777",2011,"","B Ham New Street Station",""
"778",2011,"","Big Bite Broad Street",""
"779",2011,"","BIGWOK Restaurant Birmingham",""
"780",2011,"","Birchfield Road Perry Barr",""
"781",2011,"","Birchfield Road Birmingham",""
"782",2011,"","Birchfield Road City Centre",""
"783",2011,"","Birchfiled Road",""
"784",2011,"","Birmingham City FC Coach Park",""
"785",2011,"","Birmingham Magistrates Court",""
"786",2011,"","Birmingham New St",""
"787",2011,"","Birmingham New Street Station",""
"788",2011,"","Birmingham New Street",""
"789",2011,"","Bishopgate Street Junction Of Broad Street",""
"790",2011,"","Bishopgate Street City Centre",""
"791",2011,"","Bishopsgate Street",""
"792",2011,"","Bliss Bar Broad Street",""
"793",2011,"","Bliss Nightclub Broad St Birmingham",""
"794",2011,"","Bliss Nightclub Broad St",""
"795",2011,"","Bliss Broad St",""
"796",2011,"","Bordesley Green",""
"797",2011,"","Bordesley Green Rd",""
"798",2011,"","Bradford St Birmingham",""
"799",2011,"","Braod Street City Centre",""
"800",2011,"","Braod Street City Centre",""
"801",2011,"","Braod Street City Centre",""
"802",2011,"","Braod Street City Centre",""
"803",2011,"","Braod Street City Centre",""
"804",2011,"","Braod Street City Centre",""
"805",2011,"","Briar Rose PH Bennetts Hill",""
"806",2011,"","Brighton Arms PH",""
"807",2011,"","Bristol Road Birmingham",""
"808",2011,"","Bristol Road Edgbaston",""
"809",2011,"","Bristol St Birmingham City Centre",""
"810",2011,"","Bristol Street",""
"811",2011,"","Bristol Street",""
"812",2011,"","Bristol Street South",""
"813",2011,"","Bristol Street South",""
"814",2011,"","Brittania Hotel",""
"815",2011,"","Broad St",""
"816",2011,"","Broad St",""
"817",2011,"","Broad St",""
"818",2011,"","Broad St",""
"819",2011,"","Broad St",""
"820",2011,"","Broad St",""
"821",2011,"","Broad St",""
"822",2011,"","Broad St",""
"823",2011,"","Broad St",""
"824",2011,"","Broad St",""
"825",2011,"","Broad St Gas Street City Centre",""
"826",2011,"","Broad St Bham",""
"827",2011,"","Broad St Bham",""
"828",2011,"","Broad St City Centre",""
"829",2011,"","Broad St City Centre Birmingham",""
"830",2011,"","Broad St Bham",""
"831",2011,"","Broad St Bham",""
"832",2011,"","Broad St Bham",""
"833",2011,"","Broad St Bham",""
"834",2011,"","Broad St Bham",""
"835",2011,"","Broad St Bham",""
"836",2011,"","Broad St Bham",""
"837",2011,"","Broad St Bham",""
"838",2011,"","Broad St Birmingham",""
"839",2011,"","Broad St Birmingham",""
"840",2011,"","Broad St Birmingham",""
"841",2011,"","Broad Street",""
"842",2011,"","Broad Street",""
"843",2011,"","Broad Street",""
"844",2011,"","Broad Street",""
"845",2011,"","Broad Street",""
"846",2011,"","Broad Street",""
"847",2011,"","Broad Street",""
"848",2011,"","Broad Street",""
"849",2011,"","Broad Street",""
"850",2011,"","Broad Street",""
"851",2011,"","Broad Street",""
"852",2011,"","Broad Street",""
"853",2011,"","Broad Street",""
"854",2011,"","Broad Street",""
"855",2011,"","Broad Street",""
"856",2011,"","Broad Street",""
"857",2011,"","Broad Street",""
"858",2011,"","Broad Street",""
"859",2011,"","Broad Street",""
"860",2011,"","Broad Street",""
"861",2011,"","Broad Street",""
"862",2011,"","Broad Street",""
"863",2011,"","Broad Street",""
"864",2011,"","Broad Street",""
"865",2011,"","Broad Street",""
"866",2011,"","Broad Street",""
"867",2011,"","Broad Street",""
"868",2011,"","Broad Street",""
"869",2011,"","Broad Street",""
"870",2011,"","Broad Street",""
"871",2011,"","Broad Street",""
"872",2011,"","Broad Street",""
"873",2011,"","Broad Street",""
"874",2011,"","Broad Street",""
"875",2011,"","Broad Street",""
"876",2011,"","Broad Street",""
"877",2011,"","Broad Street",""
"878",2011,"","Broad Street",""
"879",2011,"","Broad Street",""
"880",2011,"","Broad Street",""
"881",2011,"","Broad Street",""
"882",2011,"","Broad Street",""
"883",2011,"","Broad Street",""
"884",2011,"","Broad Street",""
"885",2011,"","Broad Street",""
"886",2011,"","Broad Street",""
"887",2011,"","Broad Street",""
"888",2011,"","Broad Street",""
"889",2011,"","Broad Street",""
"890",2011,"","Broad Street",""
"891",2011,"","Broad Street",""
"892",2011,"","Broad Street",""
"893",2011,"","Broad Street",""
"894",2011,"","Broad Street",""
"895",2011,"","Broad Street",""
"896",2011,"","Broad Street",""
"897",2011,"","Broad Street",""
"898",2011,"","Broad Street",""
"899",2011,"","Broad Street",""
"900",2011,"","Broad Street",""
"901",2011,"","Broad Street",""
"902",2011,"","Broad Street",""
"903",2011,"","Broad Street",""
"904",2011,"","Broad Street",""
"905",2011,"","Broad Street",""
"906",2011,"","Broad Street",""
"907",2011,"","Broad Street",""
"908",2011,"","Broad Street",""
"909",2011,"","Broad Street",""
"910",2011,"","Broad Street",""
"911",2011,"","Broad Street",""
"912",2011,"","Broad Street",""
"913",2011,"","Broad Street",""
"914",2011,"","Broad Street",""
"915",2011,"","Broad Street",""
"916",2011,"","Broad Street",""
"917",2011,"","Broad Street",""
"918",2011,"","Broad Street",""
"919",2011,"","Broad Street",""
"920",2011,"","Broad Street",""
"921",2011,"","Broad Street",""
"922",2011,"","Broad Street City Centre",""
"923",2011,"","Broad Street Birmingham",""
"924",2011,"","Broad Street Birmingham",""
"925",2011,"","Broad Street Birmingham",""
"926",2011,"","Broad Street Opposite Walkabout",""
"927",2011,"","Broad Street Outside Roccocco",""
"928",2011,"","Broad Street B Ham",""
"929",2011,"","Broad Street B Ham",""
"930",2011,"","Broad Street Birmingham",""
"931",2011,"","Broad Street Birmingham",""
"932",2011,"","Broad Street Birmingham",""
"933",2011,"","Broad Street Birmingham",""
"934",2011,"","Broad Street Birmingham",""
"935",2011,"","Broad Street Birmingham",""
"936",2011,"","Broad Street Birmingham",""
"937",2011,"","Broad Street Birmingham",""
"938",2011,"","Broad Street Birmingham",""
"939",2011,"","Broad Street Birmingham",""
"940",2011,"","Broad Street Birmingham",""
"941",2011,"","Broad Street Birmingham",""
"942",2011,"","Broad Street Birmingham",""
"943",2011,"","Broad Street Birmingham",""
"944",2011,"","Broad Street Birmingham",""
"945",2011,"","Broad Street Birmingham",""
"946",2011,"","Broad Street Birmingham",""
"947",2011,"","Broad Street Birmingham",""
"948",2011,"","Broad Street Birmingham",""
"949",2011,"","Broad Street Birmingham",""
"950",2011,"","Broad Street Birmingham",""
"951",2011,"","BROAD STREET Birmingham",""
"952",2011,"","Broad Street Birmingham",""
"953",2011,"","Broad Street Birmingham",""
"954",2011,"","Broad Street Birmingham",""
"955",2011,"","Broad Street Birmingham",""
"956",2011,"","Broad Street Birmingham",""
"957",2011,"","Broad Street Birmingham",""
"958",2011,"","Broad Street City Centre",""
"959",2011,"","Broad Street City Centre",""
"960",2011,"","Broad Street City Centre",""
"961",2011,"","Broad Street City Centre",""
"962",2011,"","Broad Street City Centre",""
"963",2011,"","Broad Street City Centre",""
"964",2011,"","Broad Street City Centre",""
"965",2011,"","Broad Street City Centre",""
"966",2011,"","Broad Street City Centre",""
"967",2011,"","Broad Street City Centre",""
"968",2011,"","Broad Street City Centre",""
"969",2011,"","Broad Street City Centre Birmingham",""
"970",2011,"","Broad Street City Centre Birmingham",""
"971",2011,"","Broad Street City Centre Birmingham",""
"972",2011,"","Broad Street City Centre Birmingham",""
"973",2011,"","Broad Street City Centre",""
"974",2011,"","Broad Street City Centre",""
"975",2011,"","Broad Street City Centre",""
"976",2011,"","Broad Street City Centre",""
"977",2011,"","Broad Street City Centre",""
"978",2011,"","Broad Street",""
"979",2011,"","Broad Street Birmingham",""
"980",2011,"","Broad Strret",""
"981",2011,"","Broadway Plaza Ladywood Middleway",""
"982",2011,"","Bromsgrove Street Birmingham",""
"983",2011,"","Brookvale Rd Witton",""
"984",2011,"","Bull Ring",""
"985",2011,"","Bull Ring",""
"986",2011,"","Bullring City Centre",""
"987",2011,"","Burford Road Kingstanding",""
"988",2011,"","Calshott Road Great Barr",""
"989",2011,"","Camborne Close",""
"990",2011,"","Canal Side Soho Loop Handsworth",""
"991",2011,"","Car Park AVFC",""
"992",2011,"","Carrs Lane",""
"993",2011,"","Chiswell Road",""
"994",2011,"","Church Vale Road",""
"995",2011,"","City Hospita Dudley Road",""
"996",2011,"","City Hospital",""
"997",2011,"","City Hospital",""
"998",2011,"","City Hospital",""
"999",2011,"","City Hospital",""
"1000",2011,"","City Hospital",""
"1001",2011,"","City Hospital",""
"1002",2011,"","City Hospital",""
"1003",2011,"","City Hospital Dudley Road",""
"1004",2011,"","City Hospital Birmingham",""
"1005",2011,"","City Hospital Birmingham",""
"1006",2011,"","City Road Birmingham",""
"1007",2011,"","City Tavern",""
"1008",2011,"","City Tavern Bishopsgate STm",""
"1009",2011,"","Claythorn Avenue",""
"1010",2011,"","College Road",""
"1011",2011,"","Colmore Row",""
"1012",2011,"","Colmore Row",""
"1013",2011,"","Colmore Row Birmingham",""
"1014",2011,"","Colmore Row Birmingham",""
"1015",2011,"","Constitution Hill Birmingham",""
"1016",2011,"","Corparation Street Birmingham",""
"1017",2011,"","Corporation St",""
"1018",2011,"","Corporation Street",""
"1019",2011,"","Corporation Street",""
"1020",2011,"","Corporation Street",""
"1021",2011,"","Corporation Street",""
"1022",2011,"","Corporation Street Birmingham",""
"1023",2011,"","Corporation Street Birmingham",""
"1024",2011,"","Corporation Street Birmingham",""
"1025",2011,"","Corporation Street City Centre",""
"1026",2011,"","Corporation Street City Centre",""
"1027",2011,"","Corporation Street City Centre",""
"1028",2011,"","Corporation Street City Centre",""
"1029",2011,"","Corporation Street",""
"1030",2011,"","Coventry Entrance BCFC",""
"1031",2011,"","Coventry Road",""
"1032",2011,"","Coventry Road Birmingham City FC",""
"1033",2011,"","Dale End",""
"1034",2011,"","Dale End",""
"1035",2011,"","Dale End",""
"1036",2011,"","Dale End",""
"1037",2011,"","Dale End Birmingham",""
"1038",2011,"","Dale End City Centre",""
"1039",2011,"","Dale End Birmingham",""
"1040",2011,"","Dale End Birmingham",""
"1041",2011,"","Dale End Birmingham",""
"1042",2011,"","Ddora Road Handsworth",""
"1043",2011,"","Digbeth",""
"1044",2011,"","Digbeth Coad Station",""
"1045",2011,"","Digbeth High Street",""
"1046",2011,"","Digbeth High Street",""
"1047",2011,"","Digbeth High StReet City Centre",""
"1048",2011,"","Dudley Road",""
"1049",2011,"","Edgbaston St",""
"1050",2011,"","Edgbaston Street",""
"1051",2011,"","Edmund Street",""
"1052",2011,"","Ernest Street City Centre Birmingham",""
"1053",2011,"","Essex St",""
"1054",2011,"","Essex Street Aston",""
"1055",2011,"","Essex Street Birmingham",""
"1056",2011,"","Essex Street City Centre",""
"1057",2011,"","Etap Hotel Foyer Birmingham",""
"1058",2011,"","Eva Road",""
"1059",2011,"","Faisley Street City Centre",""
"1060",2011,"","Five Ways Birmingham",""
"1061",2011,"","Flood Gate Street Birmingham",""
"1062",2011,"","Formula One Hotel",""
"1063",2011,"","Fox Hollies Road",""
"1064",2011,"","Gas Street",""
"1065",2011,"","Gas Street",""
"1066",2011,"","Gas Street",""
"1067",2011,"","Gas Street",""
"1068",2011,"","Gas Street",""
"1069",2011,"","Gas Street City Centre",""
"1070",2011,"","Gatecrasher Broad Street",""
"1071",2011,"","Gatescrasher Bishopsgate Birmingham",""
"1072",2011,"","Golden Hind Ph",""
"1073",2011,"","Golden Hind Pub Kingstanding Road",""
"1074",2011,"","Gooch St North",""
"1075",2011,"","Grange Road",""
"1076",2011,"","Grangers Lane Cradley Heath",""
"1077",2011,"","Great Charles Street City Centre",""
"1078",2011,"","Grosvenor Casino Birmingham",""
"1079",2011,"","Grotersley Street",""
"1080",2011,"","HAGLEY ROAD",""
"1081",2011,"","Hall Rd",""
"1082",2011,"","Hall Street",""
"1083",2011,"","Hamstead Road Handsworth",""
"1084",2011,"","Handsworth Park",""
"1085",2011,"","Handsworth Police Station",""
"1086",2011,"","Hawthorn Road Kingstanding Birmingham",""
"1087",2011,"","Heath Mill Lane",""
"1088",2011,"","High St Harborne Birmingham",""
"1089",2011,"","High St Digbeth",""
"1090",2011,"","High St Digbeth",""
"1091",2011,"","High St Digbeth",""
"1092",2011,"","High Street City Centre",""
"1093",2011,"","High Street City Centre",""
"1094",2011,"","Hilden Road",""
"1095",2011,"","Hill St Birmingham",""
"1096",2011,"","Hill Street",""
"1097",2011,"","Hill Street Birmingham",""
"1098",2011,"","Hill Street City Centre",""
"1099",2011,"","Hill Street City Centre",""
"1100",2011,"","Hill Street City Centre",""
"1101",2011,"","Hill Street City Centre",""
"1102",2011,"","Hockley Circus",""
"1103",2011,"","Holiday Inn Lionel St",""
"1104",2011,"","Holiday Inn Smallbrook Queensway",""
"1105",2011,"","Holiday Street",""
"1106",2011,"","Holly Road",""
"1107",2011,"","Holte Street Gosta Green",""
"1108",2011,"","Home Address",""
"1109",2011,"","Horsefair",""
"1110",2011,"","Horsefair Bristol St",""
"1111",2011,"","Humer Tower Francis Street",""
"1112",2011,"","Hurst",""
"1113",2011,"","Hurst St",""
"1114",2011,"","Hurst St City Centre Birmingham",""
"1115",2011,"","Hurst St Bham",""
